
50,50
49,50
48,50
48,51
48,52
48,53
47,53
47,54
46,54
45,54
45,55
44,55
44,56
45,56
46,56
46,55
47,55
47,56
47,57
46,57
45,57
45,58
45,59
45,60
45,61
45,62
45,63
45,64
44,64
44,65
44,66
45,66
46,66
46,65
46,64
46,63
46,62
46,61
46,60
46,59
46,58
47,58
47,59
47,60
47,61
47,62
47,63
47,64
47,65
47,66
47,67
46,67
45,67
44,67
43,67
43,66
43,65
43,64
43,63
44,63
44,62
44,61
44,60
44,59
44,58
44,57
43,57
43,56
43,55
43,54
44,54
44,53
45,53
46,53
46,52
45,52
44,52
44,51
45,51
46,51
47,51
47,52
47,53
47,54
48,54
48,55
48,56
48,57
48,58
48,59
48,60
48,61
48,62
48,63
48,64
48,65
48,66
48,67
49,67
50,67
50,68
51,68
51,69
52,69
52,70
52,71
53,71
54,71
55,71
56,71
57,71
58,71
59,71
59,72
60,72
61,72
61,72
61,73
61,74
61,75
60,75
60,74
60,73
60,72
60,71
61,71
62,71
62,72
62,73
62,74
63,74
64,74
65,74
66,74
67,74
68,74
69,74
70,74
71,74
71,73
70,73
69,73
68,73
67,73
66,73
65,73
64,73
63,73
63,72
64,72
65,72
66,72
67,72
68,72
69,72
70,72
71,72
72,72
72,71
72,70
73,70
73,69
72,69
72,68
72,67
72,66
73,66
73,65
72,65
71,65
71,64
71,63
70,63
70,64
70,65
70,66
71,66
71,67
71,68
71,69
71,70
71,71
70,71
70,70
70,69
70,68
70,67
69,67
69,66
69,65
69,64
69,63
69,62
70,62
71,62
71,61
71,60
72,60
72,59
73,59
74,59
75,59
76,59
77,59
78,59
79,59
79,58
79,57
79,56
80,56
81,56
82,56
83,56
84,56
85,56
86,56
87,56
87,55
88,55
88,54
88,53
88,52
88,51
88,50
88,49
87,49
86,49
86,48
86,47
85,47
85,46
84,46
83,46
82,46
82,45
81,45
80,45
80,46
81,46
81,47
82,47
83,47
84,47
84,48
85,48
85,49
85,50
86,50
86,51
86,52
86,53
85,53
85,54
84,54
83,54
